    7.600000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.25        97554.95        1273.127        0.000000        316.7654        293.2727        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794889E-01   0.5805616E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1312268       -2.333455      -0.4546570E-11
    7.700000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.24        97554.96        1273.127        0.000000        316.7654        293.2728        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775119E-01   0.5562624E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1234514       -2.333455      -0.4546875E-11
    7.800000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.24        97554.97        1273.127        0.000000        316.7654        293.2728        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794883E-01   0.5789274E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1312471       -2.333455      -0.4548541E-11
    7.900000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97554.98        1273.127        0.000000        316.7654        293.2728        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775127E-01   0.5573950E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1234714       -2.333455      -0.4549235E-11
    8.000000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97554.99        1273.127        0.000000        316.7654        293.2728        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794869E-01   0.5778824E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1312673       -2.333455      -0.4549901E-11
    8.100000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97555.00        1273.127        0.000000        316.7654        293.2728        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775148E-01   0.5589772E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1234916       -2.333455      -0.4550845E-11
    8.200000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.23        97555.01        1273.127        0.000000        316.7654        293.2728        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794853E-01   0.5763730E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1312873       -2.333454      -0.4551080E-11
    8.300000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.22        97555.02        1273.127        0.000000        316.7654        293.2728        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775159E-01   0.5602140E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1235115       -2.333454      -0.4551663E-11
    8.400000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.22        97555.02        1273.127        0.000000        316.7654        293.2728        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794847E-01   0.5752169E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1313073       -2.333454      -0.4552760E-11
    8.500000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.21        97555.03        1273.127        0.000000        316.7654        293.2728        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775167E-01   0.5614656E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1235316       -2.333454      -0.4553301E-11
    8.600000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.21        97555.04        1273.127        0.000000        316.7654        293.2729        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794834E-01   0.5740539E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1313272       -2.333454      -0.4553093E-11
    8.700000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.20        97555.05        1273.127        0.000000        316.7654        293.2729        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775187E-01   0.5629500E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1235515       -2.333454      -0.4553426E-11
    8.800000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.20        97555.05        1273.127        0.000000        316.7654        293.2729        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794816E-01   0.5726643E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1313473       -2.333454      -0.4553037E-11
    8.900000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.20        97555.06        1273.127        0.000000        316.7654        293.2729        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775200E-01   0.5642228E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1235716       -2.333454      -0.4552954E-11
    9.000000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.20        97555.07        1273.127        0.000000        316.7654        293.2729        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794811E-01   0.5714844E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1313671       -2.333453      -0.4551538E-11
    9.100000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.19        97555.08        1273.127        0.000000        316.7654        293.2729        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775208E-01   0.5654625E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1235912       -2.333453      -0.4552718E-11
    9.200000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.19        97555.09        1273.127        0.000000        316.7654        293.2729        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794797E-01   0.5703490E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1313868       -2.333453      -0.4553356E-11
    9.300000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.18        97555.09        1273.127        0.000000        316.7654        293.2729        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775228E-01   0.5669660E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1236110       -2.333453      -0.4552496E-11
    9.400000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.18        97555.10        1273.127        0.000000        316.7654        293.2729        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794779E-01   0.5689588E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1314067       -2.333453      -0.4553648E-11
    9.500000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.17        97555.11        1273.127        0.000000        316.7654        293.2729        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775241E-01   0.5682589E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1236308       -2.333453      -0.4553662E-11
    9.600000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.17        97555.12        1273.127        0.000000        316.7654        293.2729        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794774E-01   0.5677747E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1314265       -2.333453      -0.4552912E-11
    9.700000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.16        97555.12        1273.127        0.000000        316.7654        293.2729        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775249E-01   0.5695173E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1236507       -2.333453      -0.4550803E-11
    9.800000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.16        97555.13        1273.127        0.000000        316.7654        293.2729        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794761E-01   0.5666365E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1314464       -2.333453      -0.4551982E-11
    9.900000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.16        97555.14        1273.127        0.000000        316.7654        293.2730        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775269E-01   0.5710418E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1236706       -2.333452      -0.4552829E-11
    10.00000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.16        97555.15        1273.127        0.000000        316.7654        293.2730        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794743E-01   0.5652451E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1314663       -2.333452      -0.4553412E-11
    10.10000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.15        97555.16        1273.127        0.000000        316.7654        293.2730        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775281E-01   0.5723641E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1236906       -2.333452      -0.4554272E-11
    10.20000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.15        97555.16        1273.127        0.000000        316.7654        293.2730        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794737E-01   0.5640486E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1314863       -2.333452      -0.4555230E-11
    10.30000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.14        97555.17        1273.127        0.000000        316.7654        293.2730        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775290E-01   0.5736444E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1237106       -2.333452      -0.4556854E-11
    10.40000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.14        97555.18        1273.127        0.000000        316.7654        293.2730        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794724E-01   0.5629052E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1315064       -2.333452      -0.4555757E-11
    10.50000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.13        97555.19        1273.127        0.000000        316.7654        293.2730        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775309E-01   0.5751931E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1237307       -2.333452      -0.4557006E-11
    10.60000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.13        97555.20        1273.127        0.000000        316.7654        293.2730        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794707E-01   0.5615100E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1315263       -2.333452      -0.4555119E-11
    10.70000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.12        97555.20        1273.127        0.000000        316.7654        293.2730        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775322E-01   0.5765467E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1237505       -2.333452      -0.4554231E-11
    10.80000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.12        97555.22        1273.127        0.000000        316.7653        293.2730        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794700E-01   0.5603001E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1315463       -2.333452      -0.4556285E-11
    10.90000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.12        97555.22        1273.127        0.000000        316.7653        293.2731        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775331E-01   0.5778512E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1237707       -2.333452      -0.4556090E-11
    11.00000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.12        97555.23        1273.127        0.000000        316.7653        293.2731        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794687E-01   0.5591499E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1315663       -2.333452      -0.4556049E-11
    11.10000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.11        97555.24        1273.127        0.000000        316.7653        293.2731        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775350E-01   0.5794253E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1237905       -2.333452      -0.4555882E-11
    11.20000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.11        97555.25        1273.127        0.000000        316.7653        293.2731        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794670E-01   0.5577506E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1315862       -2.333451      -0.4557214E-11
    11.30000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.10        97555.26        1273.127        0.000000        316.7653        293.2731        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775363E-01   0.5808113E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1238104       -2.333451      -0.4557034E-11
    11.40000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.10        97555.27        1273.127        0.000000        316.7653        293.2731        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794664E-01   0.5565269E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1316060       -2.333451      -0.4557659E-11
    11.50000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.09        97555.27        1273.127        0.000000        316.7653        293.2731        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775371E-01   0.5821414E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1238301       -2.333451      -0.4557367E-11
    11.60000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.09        97555.28        1273.127        0.000000        316.7653        293.2731        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794651E-01   0.5553693E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1316258       -2.333451      -0.4558089E-11
    11.70000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.09        97555.29        1273.127        0.000000        316.7653        293.2731        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775391E-01   0.5837418E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1238500       -2.333451      -0.4557992E-11
    11.80000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.09        97555.30        1273.127        0.000000        316.7653        293.2731        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794634E-01   0.5539657E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1316457       -2.333451      -0.4558477E-11
    11.90000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.08        97555.30        1273.127        0.000000        316.7653        293.2732        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775404E-01   0.5851614E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1238698       -2.333451      -0.4559671E-11
    12.00000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.08        97555.31        1273.127        0.000000        316.7653        293.2732        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794628E-01   0.5527283E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1316655       -2.333450      -0.4560073E-11
    12.10000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.07        97555.32        1273.127        0.000000        316.7653        293.2732        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775412E-01   0.5865184E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1238897       -2.333450      -0.4560490E-11
    12.20000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.07        97555.33        1273.127        0.000000        316.7653        293.2732        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794613E-01   0.5515625E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1316852       -2.333450      -0.4559699E-11
    12.30000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.06        97555.34        1273.127        0.000000        316.7653        293.2732        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775433E-01   0.5881459E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1239095       -2.333450      -0.4559601E-11
    12.40000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.06        97555.34        1273.127        0.000000        316.7653        293.2732        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794596E-01   0.5501545E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1317052       -2.333450      -0.4559157E-11
    12.50000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.05        97555.35        1273.127        0.000000        316.7653        293.2732        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775445E-01   0.5895998E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1239293       -2.333450      -0.4558783E-11
    12.60000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.05        97555.36        1273.127        0.000000        316.7653        293.2732        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794591E-01   0.5489033E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1317249       -2.333450      -0.4558547E-11
    12.70000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.05        97555.37        1273.127        0.000000        316.7653        293.2732        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775452E-01   0.5909852E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1239491       -2.333450      -0.4559074E-11
    12.80000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.05        97555.38        1273.127        0.000000        316.7653        293.2732        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794578E-01   0.5477289E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1317448       -2.333450      -0.4560337E-11
    12.90000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.05        97555.38        1273.127        0.000000        316.7653        293.2733        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775473E-01   0.5926405E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1239689       -2.333450      -0.4559324E-11
    13.00000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.04        97555.39        1273.127        0.000000        316.7653        293.2733        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794560E-01   0.5463165E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1317644       -2.333450      -0.4560212E-11
    13.10000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.04        97555.40        1273.127        0.000000        316.7653        293.2733        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775485E-01   0.5941299E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1239883       -2.333450      -0.4561447E-11
    13.20000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.03        97555.41        1273.127        0.000000        316.7653        293.2733        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794554E-01   0.5450515E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1317839       -2.333449      -0.4561919E-11
    13.30000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.03        97555.41        1273.127        0.000000        316.7653        293.2733        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775493E-01   0.5955449E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1240080       -2.333449      -0.4562960E-11
    13.40000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.02        97555.42        1273.127        0.000000        316.7652        293.2733        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794540E-01   0.5438680E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1318034       -2.333449      -0.4564348E-11
    13.50000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.02        97555.43        1273.127        0.000000        316.7652        293.2733        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775514E-01   0.5972292E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1240273       -2.333449      -0.4564750E-11
    13.60000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.02        97555.44        1273.127        0.000000        316.7652        293.2733        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794522E-01   0.5424510E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1318228       -2.333449      -0.4564015E-11
    13.70000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.02        97555.44        1273.127        0.000000        316.7652        293.2733        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775527E-01   0.5987549E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1240468       -2.333449      -0.4564015E-11
