    121.8000        7.000115       0.8997614        6391.748        4.309415        4.309415        1157.332        1154.869        0.000000        0.000000        0.000000        0.000000        0.000000        97379.41        97558.45        1043.185        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309416        6392.415        0.000000        0.000000        24.40420        8.787698      -0.7790161E-01   0.1938566E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.84359      -0.6793242      -0.4811177E-11
    121.9000        7.000113       0.8997628        6391.865        4.309430        4.309430        1157.332        1154.873        0.000000        0.000000        0.000000        0.000000        0.000000        97379.41        97558.45        1043.207        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309431        6392.528        0.000000        0.000000        24.40418        8.787698       0.7780632E-01   0.1964128E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.85271      -0.6793571      -0.4812510E-11
    122.0000        7.000113       0.8997642        6391.982        4.309445        4.309445        1157.333        1154.878        0.000000        0.000000        0.000000        0.000000        0.000000        97379.41        97558.45        1043.229        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309445        6392.640        0.000000        0.000000        24.40417        8.787698      -0.7790128E-01   0.1938687E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.84619      -0.6794002      -0.4813856E-11
    122.1000        7.000111       0.8997656        6392.098        4.309459        4.309459        1157.334        1154.882        0.000000        0.000000        0.000000        0.000000        0.000000        97379.41        97558.45        1043.251        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309460        6392.752        0.000000        0.000000        24.40416        8.787698       0.7780643E-01   0.1965862E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.85516      -0.6794531      -0.4813634E-11
    122.2000        7.000110       0.8997671        6392.213        4.309474        4.309474        1157.336        1154.886        0.000000        0.000000        0.000000        0.000000        0.000000        97379.41        97558.45        1043.273        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309474        6392.863        0.000000        0.000000        24.40414        8.787698      -0.7790059E-01   0.1938500E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.84849      -0.6795154      -0.4812940E-11
    122.3000        7.000109       0.8997687        6392.328        4.309487        4.309487        1157.338        1154.891        0.000000        0.000000        0.000000        0.000000        0.000000        97379.41        97558.45        1043.295        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309488        6392.973        0.000000        0.000000        24.40413        8.787698       0.7780626E-01   0.1963677E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.85733      -0.6795866      -0.4812524E-11
    122.4000        7.000108       0.8997703        6392.442        4.309501        4.309501        1157.341        1154.895        0.000000        0.000000        0.000000        0.000000        0.000000        97379.41        97558.45        1043.316        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309502        6393.083        0.000000        0.000000        24.40412        8.787698      -0.7790174E-01   0.1940484E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.85055      -0.6796662      -0.4812704E-11
    122.5000        7.000107       0.8997720        6392.555        4.309515        4.309515        1157.344        1154.899        0.000000        0.000000        0.000000        0.000000        0.000000        97379.41        97558.46        1043.338        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309515        6393.191        0.000000        0.000000        24.40411        8.787698       0.7780658E-01   0.1961721E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.85928      -0.6797532      -0.4812496E-11
    122.6000        7.000106       0.8997737        6392.667        4.309529        4.309529        1157.347        1154.903        0.000000        0.000000        0.000000        0.000000        0.000000        97379.42        97558.46        1043.359        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309529        6393.299        0.000000        0.000000        24.40409        8.787698      -0.7790148E-01   0.1943884E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.85239      -0.6798471      -0.4812357E-11
    122.7000        7.000105       0.8997755        6392.779        4.309542        4.309542        1157.350        1154.907        0.000000        0.000000        0.000000        0.000000        0.000000        97379.42        97558.46        1043.380        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309543        6393.406        0.000000        0.000000        24.40408        8.787698       0.7780735E-01   0.1960493E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.86104      -0.6799469      -0.4811955E-11
    122.8000        7.000105       0.8997773        6392.889        4.309556        4.309556        1157.354        1154.911        0.000000        0.000000        0.000000        0.000000        0.000000        97379.42        97558.46        1043.401        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309556        6393.513        0.000000        0.000000        24.40407        8.787698      -0.7790155E-01   0.1942292E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.85409      -0.6800516      -0.4813162E-11
    122.9000        7.000104       0.8997792        6393.000        4.309569        4.309569        1157.358        1154.915        0.000000        0.000000        0.000000        0.000000        0.000000        97379.42        97558.46        1043.422        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309570        6393.619        0.000000        0.000000        24.40405        8.787698       0.7780615E-01   0.1964094E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.86268      -0.6801603      -0.4813453E-11
    123.0000        7.000103       0.8997810        6393.109        4.309583        4.309583        1157.361        1154.919        0.000000        0.000000        0.000000        0.000000        0.000000        97379.42        97558.46        1043.443        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309583        6393.724        0.000000        0.000000        24.40404        8.787698      -0.7790041E-01   0.1941752E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.85569      -0.6802719      -0.4812010E-11
    123.1000        7.000103       0.8997830        6393.217        4.309596        4.309596        1157.365        1154.923        0.000000        0.000000        0.000000        0.000000        0.000000        97379.42        97558.46        1043.463        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309596        6393.828        0.000000        0.000000        24.40403        8.787698       0.7780652E-01   0.1961529E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.86427      -0.6803853      -0.4811705E-11
    123.2000        7.000102       0.8997849        6393.325        4.309609        4.309609        1157.369        1154.927        0.000000        0.000000        0.000000        0.000000        0.000000        97379.42        97558.46        1043.484        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309609        6393.932        0.000000        0.000000        24.40402        8.787698      -0.7790192E-01   0.1944131E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.85727      -0.6804994      -0.4811691E-11
    123.3000        7.000102       0.8997869        6393.432        4.309622        4.309622        1157.373        1154.931        0.000000        0.000000        0.000000        0.000000        0.000000        97379.42        97558.46        1043.504        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309623        6394.035        0.000000        0.000000        24.40401        8.787698       0.7780702E-01   0.1959869E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.86586      -0.6806132      -0.4812468E-11
    123.4000        7.000101       0.8997889        6393.538        4.309635        4.309635        1157.377        1154.935        0.000000        0.000000        0.000000        0.000000        0.000000        97379.42        97558.46        1043.525        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309636        6394.137        0.000000        0.000000        24.40399        8.787698      -0.7790162E-01   0.1943283E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.85889      -0.6807255      -0.4811066E-11
    123.5000        7.000101       0.8997909        6393.644        4.309649        4.309649        1157.380        1154.939        0.000000        0.000000        0.000000        0.000000        0.000000        97379.42        97558.46        1043.545        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309649        6394.238        0.000000        0.000000        24.40398        8.787698       0.7780632E-01   0.1959791E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.86752      -0.6808354      -0.4810969E-11
    123.6000        7.000100       0.8997930        6393.749        4.309661        4.309661        1157.384        1154.943        0.000000        0.000000        0.000000        0.000000        0.000000        97379.42        97558.47        1043.565        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309662        6394.339        0.000000        0.000000        24.40397        8.787698      -0.7790152E-01   0.1942811E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.86061      -0.6809421      -0.4810581E-11
    123.7000        7.000100       0.8997950        6393.853        4.309675        4.309675        1157.387        1154.947        0.000000        0.000000        0.000000        0.000000        0.000000        97379.43        97558.47        1043.585        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309675        6394.439        0.000000        0.000000        24.40396        8.787698       0.7780652E-01   0.1959473E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.86932      -0.6810449      -0.4810012E-11
    123.8000        7.000099       0.8997970        6393.956        4.309688        4.309688        1157.390        1154.951        0.000000        0.000000        0.000000        0.000000        0.000000        97379.43        97558.47        1043.604        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309689        6394.539        0.000000        0.000000        24.40394        8.787698      -0.7790147E-01   0.1943154E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.86249      -0.6811429      -0.4810220E-11
    123.9000        7.000098       0.8997990        6394.059        4.309701        4.309701        1157.392        1154.955        0.000000        0.000000        0.000000        0.000000        0.000000        97379.43        97558.47        1043.624        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309702        6394.637        0.000000        0.000000        24.40393        8.787698       0.7780670E-01   0.1958787E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.87128      -0.6812356      -0.4809915E-11
    124.0000        7.000098       0.8998011        6394.161        4.309715        4.309715        1157.395        1154.960        0.000000        0.000000        0.000000        0.000000        0.000000        97379.43        97558.47        1043.644        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309715        6394.735        0.000000        0.000000        24.40392        8.787698      -0.7790143E-01   0.1946907E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.86455      -0.6813226      -0.4808874E-11
    124.1000        7.000097       0.8998030        6394.262        4.309728        4.309728        1157.397        1154.964        0.000000        0.000000        0.000000        0.000000        0.000000        97379.43        97558.47        1043.663        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309729        6394.833        0.000000        0.000000        24.40391        8.787698       0.7780794E-01   0.1960776E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.87345      -0.6814033      -0.4808957E-11
    124.2000        7.000097       0.8998051        6394.362        4.309741        4.309741        1157.398        1154.968        0.000000        0.000000        0.000000        0.000000        0.000000        97379.43        97558.47        1043.682        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309742        6394.929        0.000000        0.000000        24.40390        8.787698      -0.7790057E-01   0.1945518E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.86683      -0.6814777      -0.4808083E-11
    124.3000        7.000096       0.8998070        6394.462        4.309755        4.309755        1157.399        1154.972        0.000000        0.000000        0.000000        0.000000        0.000000        97379.43        97558.47        1043.701        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309756        6395.025        0.000000        0.000000        24.40388        8.787698       0.7780650E-01   0.1958886E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.87585      -0.6815456      -0.4808985E-11
    124.4000        7.000095       0.8998089        6394.561        4.309769        4.309769        1157.400        1154.977        0.000000        0.000000        0.000000        0.000000        0.000000        97379.43        97558.47        1043.720        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309769        6395.121        0.000000        0.000000        24.40387        8.787698      -0.7790226E-01   0.1943443E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.86935      -0.6816070      -0.4811941E-11
    124.5000        7.000095       0.8998109        6394.660        4.309783        4.309783        1157.401        1154.981        0.000000        0.000000        0.000000        0.000000        0.000000        97379.43        97558.47        1043.739        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309783        6395.215        0.000000        0.000000        24.40386        8.787698       0.7780623E-01   0.1961173E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.87847      -0.6816621      -0.4812718E-11
    124.6000        7.000094       0.8998126        6394.757        4.309796        4.309796        1157.401        1154.985        0.000000        0.000000        0.000000        0.000000        0.000000        97379.43        97558.47        1043.758        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309797        6395.309        0.000000        0.000000        24.40385        8.787698      -0.7790089E-01   0.1941169E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.87209      -0.6817109      -0.4812371E-11
    124.7000        7.000093       0.8998144        6394.854        4.309811        4.309811        1157.400        1154.989        0.000000        0.000000        0.000000        0.000000        0.000000        97379.44        97558.47        1043.777        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309811        6395.402        0.000000        0.000000        24.40384        8.787698       0.7780648E-01   0.1963425E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.88132      -0.6817538      -0.4811899E-11
    124.8000        7.000093       0.8998162        6394.951        4.309824        4.309824        1157.399        1154.994        0.000000        0.000000        0.000000        0.000000        0.000000        97379.44        97558.48        1043.795        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309825        6395.495        0.000000        0.000000        24.40383        8.787698      -0.7790081E-01   0.1939402E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.87504      -0.6817911      -0.4812940E-11
    124.9000        7.000092       0.8998179        6395.046        4.309839        4.309839        1157.398        1154.998        0.000000        0.000000        0.000000        0.000000        0.000000        97379.44        97558.48        1043.813        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309839        6395.587        0.000000        0.000000        24.40382        8.787698       0.7780621E-01   0.1961784E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.88437      -0.6818232      -0.4812107E-11
    125.0000        7.000091       0.8998195        6395.142        4.309853        4.309853        1157.397        1155.002        0.000000        0.000000        0.000000        0.000000        0.000000        97379.44        97558.48        1043.832        0.000000        316.7646        293.2777        293.4326        0.000000        0.000000        0.000000        4.309854        6395.678        0.000000        0.000000        24.40380        8.787698      -0.7790177E-01   0.1939845E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.87818      -0.6818507      -0.4810497E-11
    125.1000        7.000090       0.8998210        6395.236        4.309867        4.309867        1157.395        1155.006        0.000000        0.000000        0.000000        0.000000        0.000000        97379.44        97558.48        1043.850        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.309868        6395.769        0.000000        0.000000        24.40380        8.787698       0.7780658E-01   0.1960527E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.88760      -0.6818742      -0.4811372E-11
    125.2000        7.000089       0.8998225        6395.330        4.309882        4.309882        1157.393        1155.010        0.000000        0.000000        0.000000        0.000000        0.000000        97379.44        97558.48        1043.868        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.309882        6395.859        0.000000        0.000000        24.40378        8.787698      -0.7790141E-01   0.1941664E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.88148      -0.6818942      -0.4810262E-11
    125.3000        7.000088       0.8998240        6395.422        4.309896        4.309896        1157.391        1155.015        0.000000        0.000000        0.000000        0.000000        0.000000        97379.44        97558.48        1043.886        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.309896        6395.948        0.000000        0.000000        24.40377        8.787698       0.7780703E-01   0.1958716E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.89096      -0.6819115      -0.4809165E-11
    125.4000        7.000087       0.8998253        6395.515        4.309911        4.309911        1157.388        1155.019        0.000000        0.000000        0.000000        0.000000        0.000000        97379.44        97558.48        1043.904        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.309911        6396.037        0.000000        0.000000        24.40376        8.787698      -0.7790157E-01   0.1946358E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.88489      -0.6819268      -0.4807764E-11
    125.5000        7.000086       0.8998267        6395.606        4.309925        4.309925        1157.385        1155.022        0.000000        0.000000        0.000000        0.000000        0.000000        97379.44        97558.48        1043.921        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.309926        6396.125        0.000000        0.000000        24.40375        8.787698       0.7780826E-01   0.1967709E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.89440      -0.6819409      -0.4806875E-11
    125.6000        7.000084       0.8998280        6395.698        4.309940        4.309940        1157.382        1155.026        0.000000        0.000000        0.000000        0.000000        0.000000        97379.44        97558.48        1043.939        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.309940        6396.213        0.000000        0.000000        24.40374        8.787698      -0.7789701E-01   0.1946345E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.88836      -0.6819544      -0.4807916E-11
    125.7000        7.000083       0.8998291        6395.788        4.309955        4.309955        1157.379        1155.030        0.000000        0.000000        0.000000        0.000000        0.000000        97379.45        97558.48        1043.956        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.309955        6396.300        0.000000        0.000000        24.40373        8.787698       0.7780718E-01   0.1971542E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.89790      -0.6819682      -0.4807139E-11
    125.8000        7.000082       0.8998303        6395.878        4.309969        4.309969        1157.376        1155.034        0.000000        0.000000        0.000000        0.000000        0.000000        97379.45        97558.48        1043.974        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.309970        6396.386        0.000000        0.000000        24.40372        8.787698      -0.7789936E-01   0.1947213E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.89186      -0.6819833      -0.4807208E-11
    125.9000        7.000082       0.8998315        6395.967        4.309984        4.309984        1157.373        1155.038        0.000000        0.000000        0.000000        0.000000        0.000000        97379.45        97558.48        1043.991        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.309984        6396.472        0.000000        0.000000        24.40371        8.787698       0.7780705E-01   0.1965687E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.90138      -0.6820003      -0.4806528E-11
    126.0000        7.000080       0.8998325        6396.056        4.309999        4.309999        1157.370        1155.042        0.000000        0.000000        0.000000        0.000000        0.000000        97379.45        97558.48        1044.008        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.309999        6396.557        0.000000        0.000000        24.40370        8.787698      -0.7790255E-01   0.1945346E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.89532      -0.6820199      -0.4806348E-11
    126.1000        7.000079       0.8998336        6396.144        4.310013        4.310013        1157.367        1155.045        0.000000        0.000000        0.000000        0.000000        0.000000        97379.45        97558.48        1044.025        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310014        6396.642        0.000000        0.000000        24.40369        8.787698       0.7780609E-01   0.1964054E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.90482      -0.6820430      -0.4806487E-11
    126.2000        7.000078       0.8998346        6396.231        4.310028        4.310028        1157.364        1155.049        0.000000        0.000000        0.000000        0.000000        0.000000        97379.45        97558.48        1044.042        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310029        6396.726        0.000000        0.000000        24.40368        8.787698      -0.7790150E-01   0.1943282E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.89872      -0.6820702      -0.4805543E-11
    126.3000        7.000077       0.8998355        6396.318        4.310042        4.310042        1157.361        1155.052        0.000000        0.000000        0.000000        0.000000        0.000000        97379.45        97558.48        1044.058        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310043        6396.809        0.000000        0.000000        24.40367        8.787698       0.7780686E-01   0.1968014E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.90816      -0.6821020      -0.4805682E-11
    126.4000        7.000076       0.8998364        6396.404        4.310057        4.310057        1157.358        1155.055        0.000000        0.000000        0.000000        0.000000        0.000000        97379.45        97558.48        1044.075        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310058        6396.892        0.000000        0.000000        24.40366        8.787698      -0.7789936E-01   0.1954845E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.90200      -0.6821390      -0.4806070E-11
    126.5000        7.000075       0.8998373        6396.490        4.310071        4.310071        1157.355        1155.059        0.000000        0.000000        0.000000        0.000000        0.000000        97379.45        97558.48        1044.091        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310072        6396.974        0.000000        0.000000        24.40365        8.787698       0.7781320E-01   0.1968006E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.91138      -0.6821818      -0.4805835E-11
    126.6000        7.000074       0.8998381        6396.575        4.310086        4.310086        1157.352        1155.062        0.000000        0.000000        0.000000        0.000000        0.000000        97379.45        97558.48        1044.108        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310086        6397.056        0.000000        0.000000        24.40364        8.787698      -0.7790022E-01   0.1983319E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.90515      -0.6822305      -0.4805585E-11
    126.7000        7.000073       0.8998390        6396.659        4.310101        4.310101        1157.350        1155.065        0.000000        0.000000        0.000000        0.000000        0.000000        97379.45        97558.48        1044.124        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310101        6397.137        0.000000        0.000000        24.40363        8.787698       0.7782239E-01   0.1978352E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.91444      -0.6822856      -0.4806348E-11
    126.8000        7.000072       0.8998399        6396.743        4.310115        4.310115        1157.348        1155.068        0.000000        0.000000        0.000000        0.000000        0.000000        97379.45        97558.48        1044.140        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310115        6397.218        0.000000        0.000000        24.40362        8.787698      -0.7789759E-01   0.1967094E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.90813      -0.6823471      -0.4806293E-11
    126.9000        7.000071       0.8998407        6396.826        4.310129        4.310129        1157.346        1155.071        0.000000        0.000000        0.000000        0.000000        0.000000        97379.45        97558.48        1044.156        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310130        6397.297        0.000000        0.000000        24.40361        8.787698       0.7780546E-01   0.1978967E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.91734      -0.6824152      -0.4805113E-11
    127.0000        7.000070       0.8998415        6396.909        4.310143        4.310143        1157.344        1155.074        0.000000        0.000000        0.000000        0.000000        0.000000        97379.45        97558.48        1044.172        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310143        6397.377        0.000000        0.000000        24.40360        8.787698      -0.7790185E-01   0.1960629E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.91093      -0.6824899      -0.4804821E-11
    127.1000        7.000070       0.8998423        6396.991        4.310157        4.310157        1157.342        1155.077        0.000000        0.000000        0.000000        0.000000        0.000000        97379.45        97558.48        1044.188        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310158        6397.456        0.000000        0.000000        24.40359        8.787698       0.7780860E-01   0.1981257E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.92006      -0.6825712      -0.4804364E-11
    127.2000        7.000069       0.8998431        6397.072        4.310171        4.310171        1157.341        1155.079        0.000000        0.000000        0.000000        0.000000        0.000000        97379.45        97558.48        1044.204        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310172        6397.534        0.000000        0.000000        24.40358        8.787698      -0.7789885E-01   0.1965104E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.91357      -0.6826589      -0.4804794E-11
    127.3000        7.000068       0.8998439        6397.153        4.310185        4.310185        1157.340        1155.082        0.000000        0.000000        0.000000        0.000000        0.000000        97379.46        97558.48        1044.220        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310185        6397.612        0.000000        0.000000        24.40357        8.787698       0.7781211E-01   0.1973546E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.92261      -0.6827528      -0.4806195E-11
    127.4000        7.000067       0.8998448        6397.233        4.310199        4.310199        1157.339        1155.085        0.000000        0.000000        0.000000        0.000000        0.000000        97379.46        97558.48        1044.235        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310199        6397.689        0.000000        0.000000        24.40356        8.787698      -0.7790089E-01   0.1958033E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.91604      -0.6828528      -0.4805932E-11
    127.5000        7.000066       0.8998456        6397.313        4.310213        4.310213        1157.338        1155.087        0.000000        0.000000        0.000000        0.000000        0.000000        97379.46        97558.48        1044.251        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310213        6397.766        0.000000        0.000000        24.40355        8.787698       0.7780708E-01   0.1962452E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.92500      -0.6829583      -0.4806029E-11
    127.6000        7.000066       0.8998465        6397.393        4.310226        4.310226        1157.338        1155.090        0.000000        0.000000        0.000000        0.000000        0.000000        97379.46        97558.48        1044.266        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310227        6397.842        0.000000        0.000000        24.40354        8.787698      -0.7790235E-01   0.1947493E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.91836      -0.6830692      -0.4806195E-11
    127.7000        7.000065       0.8998474        6397.471        4.310240        4.310240        1157.337        1155.093        0.000000        0.000000        0.000000        0.000000        0.000000        97379.46        97558.48        1044.282        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310240        6397.918        0.000000        0.000000        24.40353        8.787698       0.7780619E-01   0.1956551E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.92726      -0.6831848      -0.4805793E-11
    127.8000        7.000064       0.8998483        6397.549        4.310254        4.310254        1157.337        1155.095        0.000000        0.000000        0.000000        0.000000        0.000000        97379.46        97558.48        1044.297        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310254        6397.993        0.000000        0.000000        24.40352        8.787698      -0.7789908E-01   0.1947952E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.92056      -0.6833048      -0.4805904E-11
    127.9000        7.000064       0.8998492        6397.627        4.310267        4.310267        1157.337        1155.098        0.000000        0.000000        0.000000        0.000000        0.000000        97379.46        97558.48        1044.312        0.000000        316.7646        293.2778        293.4326        0.000000        0.000000        0.000000        4.310267        6398.068        0.000000        0.000000        24.40351        8.787698       0.7781000E-01   0.1967465E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000        14.92940      -0.6834288      -0.4805793E-11
