    56.80000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.80        1273.127        0.000000        316.7643        293.2762        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791516E-01   0.1862849E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1353967       -2.333408      -0.4721472E-11
    56.90000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.81        1273.127        0.000000        316.7643        293.2762        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7778832E-01   0.1883923E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1276170       -2.333407      -0.4720556E-11
    57.00000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.81        1273.127        0.000000        316.7643        293.2762        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791505E-01   0.1861850E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1354091       -2.333407      -0.4719765E-11
    57.10000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.81        1273.127        0.000000        316.7643        293.2762        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7778846E-01   0.1886569E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1276295       -2.333407      -0.4719168E-11
    57.20000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.82        1273.127        0.000000        316.7643        293.2762        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791486E-01   0.1861183E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1354218       -2.333407      -0.4719251E-11
    57.30000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.82        1273.127        0.000000        316.7643        293.2762        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7778871E-01   0.1889066E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1276423       -2.333407      -0.4719890E-11
    57.40000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.83        1273.127        0.000000        316.7643        293.2762        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791463E-01   0.1860756E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1354345       -2.333407      -0.4720417E-11
    57.50000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.83        1273.127        0.000000        316.7643        293.2762        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7778890E-01   0.1891262E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1276550       -2.333407      -0.4721000E-11
    57.60000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.83        1273.127        0.000000        316.7643        293.2762        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791451E-01   0.1860447E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1354473       -2.333407      -0.4720931E-11
    57.70000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.84        1273.127        0.000000        316.7643        293.2762        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7778904E-01   0.1893252E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1276679       -2.333407      -0.4720542E-11
    57.80000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.84        1273.127        0.000000        316.7643        293.2762        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791433E-01   0.1860405E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1354602       -2.333407      -0.4722971E-11
    57.90000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.84        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7778928E-01   0.1895152E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1276807       -2.333407      -0.4723942E-11
    58.00000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.84        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791410E-01   0.1860542E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1354731       -2.333407      -0.4723637E-11
    58.10000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.84        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7778946E-01   0.1896804E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1276939       -2.333406      -0.4724622E-11
    58.20000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.85        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791400E-01   0.1860738E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1354863       -2.333406      -0.4724969E-11
    58.30000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.85        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7778959E-01   0.1898305E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1277068       -2.333406      -0.4725261E-11
    58.40000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.85        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791381E-01   0.1861147E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1354993       -2.333406      -0.4725427E-11
    58.50000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.86        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7778984E-01   0.1899763E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1277201       -2.333406      -0.4725774E-11
    58.60000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.86        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791359E-01   0.1861682E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1355125       -2.333406      -0.4726301E-11
    58.70000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.86        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779002E-01   0.1901020E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1277332       -2.333406      -0.4726107E-11
    58.80000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.87        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791348E-01   0.1862228E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1355258       -2.333406      -0.4726288E-11
    58.90000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.87        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779016E-01   0.1902167E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1277466       -2.333406      -0.4726676E-11
    59.00000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.88        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791328E-01   0.1862941E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1355391       -2.333406      -0.4727106E-11
    59.10000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.88        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779040E-01   0.1903312E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1277598       -2.333406      -0.4727509E-11
    59.20000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.02        97557.88        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791308E-01   0.1863739E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1355524       -2.333406      -0.4727453E-11
    59.30000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.88        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779057E-01   0.1904290E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1277731       -2.333406      -0.4726926E-11
    59.40000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.88        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791298E-01   0.1864507E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1355655       -2.333406      -0.4725760E-11
    59.50000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.88        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779069E-01   0.1905191E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1277863       -2.333406      -0.4726204E-11
    59.60000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.89        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791280E-01   0.1865408E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1355789       -2.333406      -0.4726607E-11
    59.70000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.89        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779093E-01   0.1906118E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1277997       -2.333405      -0.4727939E-11
    59.80000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.89        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791258E-01   0.1866359E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1355922       -2.333405      -0.4728175E-11
    59.90000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.90        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779109E-01   0.1906905E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1278130       -2.333405      -0.4728688E-11
    60.00000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.90        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791249E-01   0.1867251E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1356056       -2.333405      -0.4729937E-11
    60.10000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.90        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779121E-01   0.1907637E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1278262       -2.333405      -0.4730243E-11
    60.20000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.91        1273.127        0.000000        316.7643        293.2763        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791232E-01   0.1868248E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1356186       -2.333405      -0.4730048E-11
    60.30000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.91        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779145E-01   0.1908416E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1278392       -2.333405      -0.4729785E-11
    60.40000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.91        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791210E-01   0.1869271E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1356317       -2.333405      -0.4728119E-11
    60.50000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.91        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779162E-01   0.1909072E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1278524       -2.333405      -0.4726482E-11
    60.60000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.91        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791203E-01   0.1870212E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1356447       -2.333405      -0.4726537E-11
    60.70000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.91        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779171E-01   0.1909688E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1278654       -2.333405      -0.4727009E-11
    60.80000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.92        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791187E-01   0.1871238E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1356578       -2.333405      -0.4727453E-11
    60.90000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.92        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779194E-01   0.1910365E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1278783       -2.333405      -0.4728022E-11
    61.00000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.01        97557.92        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791167E-01   0.1872273E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1356706       -2.333405      -0.4727828E-11
    61.10000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.93        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779209E-01   0.1910930E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1278910       -2.333405      -0.4727717E-11
    61.20000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.93        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791159E-01   0.1873211E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1356833       -2.333404      -0.4726440E-11
    61.30000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.93        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779218E-01   0.1911465E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1279037       -2.333404      -0.4726912E-11
    61.40000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.94        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791145E-01   0.1874220E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1356959       -2.333404      -0.4726648E-11
    61.50000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.94        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779240E-01   0.1912068E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1279161       -2.333404      -0.4726537E-11
    61.60000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.94        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791127E-01   0.1875228E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1357082       -2.333404      -0.4726662E-11
    61.70000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.94        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779254E-01   0.1912566E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1279285       -2.333404      -0.4726412E-11
    61.80000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.95        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791118E-01   0.1876129E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1357205       -2.333404      -0.4726843E-11
    61.90000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.95        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779263E-01   0.1913038E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1279405       -2.333404      -0.4726551E-11
    62.00000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.95        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791106E-01   0.1877096E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1357324       -2.333404      -0.4726954E-11
    62.10000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.95        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779282E-01   0.1913581E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1279527       -2.333403      -0.4726690E-11
    62.20000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.95        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791089E-01   0.1878057E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1357444       -2.333403      -0.4727856E-11
    62.30000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.95        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779295E-01   0.1914019E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1279643       -2.333403      -0.4727370E-11
    62.40000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.96        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791083E-01   0.1878914E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1357562       -2.333403      -0.4726940E-11
    62.50000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.96        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779302E-01   0.1914424E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1279761       -2.333403      -0.4727523E-11
    62.60000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.96        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791071E-01   0.1879846E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1357679       -2.333403      -0.4727162E-11
    62.70000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.97        1273.127        0.000000        316.7643        293.2764        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779323E-01   0.1914884E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1279879       -2.333403      -0.4726579E-11
    62.80000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.97        1273.127        0.000000        316.7643        293.2765        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698      -0.7791055E-01   0.1880799E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1357797       -2.333402      -0.4727745E-11
    62.90000        7.000000        1.020000        7678.678        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.00        97557.97        1273.127        0.000000        316.7643        293.2765        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787698       0.7779334E-01   0.1915192E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1279996       -2.333402      -0.4727495E-11
